Target,Function Target,Number of Alpha Carbons in Target,Reference,Function Reference,Number of Alpha Carbons in Reference,Distance
8FDY,,535,4EDW,IMMUNE SYSTEM,201,2.028469733589126
7NYQ,,1059,5JSM,TRANSFERASE/TRANSFERASE INHIBITOR,566,2.028482653448663
7YBX,,698,2GF0,TRANSPORT PROTEIN,300,2.0285761760950782
6XJN,,172,8QUG,TRANSFERASE,417,2.0287306485073398
7LG3,,852,4ANV,TRANSFERASE,394,2.028840744416023
4JND,,183,1ZNY,TRANSFERASE,412,2.0288816641285314
7AB8,,792,6TA7,RNA BINDING PROTEIN,311,2.028957901462582
7UAD,,674,1RDY,HYDROLASE,277,2.02899399778641
6KD6,,612,6IYB,TRANSPORT PROTEIN,325,2.029235695653656
6UPR,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",543,2.0292422682729616
6YUY,,871,3BFK,HYDROLASE,360,2.029617369423852
8C1U,,249,7ULF,LIGASE,500,2.0302411130732927
7U9D,,457,7G8E,CYTOSOLIC PROTEIN,203,2.0306984047064893
6S9F,,319,3LUI,PROTEIN TRANSPORT,598,2.03076065848461
8SKI,,168,1YZG,TRANSPORT PROTEIN,426,2.030984586231285
7SVB,,250,6RL4,PEPTIDE BINDING PROTEIN,555,2.0310812970033854
6VNV,,611,4GNL,LYASE,274,2.031198032927853
7ME5,,319,3LUI,PROTEIN TRANSPORT,153,2.03142383369852
6OS4,,296,5MHQ,CELL CYCLE/INHIBITOR,147,2.0314937632728047
7O2R,,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,357,2.031693870354065
8AK2,,698,2GF0,TRANSPORT PROTEIN,294,2.0317319467856856
6KD6,,653,2FB3,LIGAND BINDING PROTEIN,325,2.0318982940260204
8OGC,,653,2FB3,LIGAND BINDING PROTEIN,305,2.031905038513157
6T2T,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,254,2.0319293432008867
8DHH,,886,7XQL,TOXIN,367,2.032087753422492
8UQB,,860,6HI2,TRANSFERASE,408,2.0321454602359426
8R79,,108,4F59,PROTEIN BINDING,240,2.0322881601526688
7AYV,,250,7VV8,CELL CYCLE,502,2.03233076248897
7QG1,,260,6SIP,PEPTIDE BINDING PROTEIN,544,2.032524872289614
8DIO,,612,6IYB,TRANSPORT PROTEIN,300,2.0325436076772743
6VRO,,772,1EFC,RNA BINDING PROTEIN,334,2.032546227928325
8DIO,,743,4TMX,TRANSLATION,300,2.03267467969635
6YRQ,,199,5TX4,TRANSFERASE/CYTOKINE,400,2.032726459634888
7SH4,,871,3BFK,HYDROLASE,378,2.03276788072295
6XI4,,162,1P2T,SIGNALING PROTEIN,408,2.032978294651109
8OIJ,,183,1ZNY,TRANSFERASE,350,2.0339072735397283
7CIU,,161,4L9S,SIGNALING PROTEIN,415,2.033955445966233
6XTZ,,179,1M7B,SIGNALING PROTEIN,425,2.0340754035637367
7BJS,,441,8DGO,SIGNALING PROTEIN,198,2.0345016412287977
8D7P,,282,1KE8,TRANSFERASE,594,2.034510817307334
7KP1,,871,3BFK,HYDROLASE,378,2.0346059009887134
3N9N,,1035,6ZWB,CELL CYCLE,501,2.0348950704785795
7PV5,,319,3LUI,PROTEIN TRANSPORT,159,2.035370590542593
8E8B,,860,6HI2,TRANSFERASE,436,2.035667021134249
7YFK,,260,6SIP,PEPTIDE BINDING PROTEIN,580,2.035918933472673
6ELK,,931,7AVU,PROTEIN BINDING,392,2.0360694551514045
7CFB,,886,7XQL,TOXIN,388,2.036102089997842
8DHU,,611,4GNL,LYASE,299,2.036383366258537
6TFW,,246,2H2D,HYDROLASE,530,2.0367590838755234
7R3O,,171,6T5V,SIGNALING PROTEIN,395,2.0368352229593008
7R3O,,860,6HI2,TRANSFERASE,395,2.036933068030492
8DIO,,611,4GNL,LYASE,300,2.0373072201021345
6XZK,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,240,2.0377984965497915
6VNV,,792,6TA7,RNA BINDING PROTEIN,274,2.0378039736179145
8BOK,,684,8STM,ONCOPROTEIN,282,2.037909404688718
1ZL9,,977,5TC3,OXIDOREDUCTASE,414,2.037943101952024
6JVR,,612,6IYB,TRANSPORT PROTEIN,305,2.038420656528156
6JLH,,250,6RL4,PEPTIDE BINDING PROTEIN,531,2.03852417626768
7KVX,,457,7G8E,CYTOSOLIC PROTEIN,181,2.038830119444774
6TFW,,250,6RL4,PEPTIDE BINDING PROTEIN,530,2.0396426126822123
7E1T,,860,6HI2,TRANSFERASE,403,2.039982646361949
6XZJ,,621,4ZI2,HYDROLASE,245,2.0400481878972103
7POK,,182,6JIK,SIGNALING PROTEIN,372,2.040225211902281
6YRQ,,171,6T5V,SIGNALING PROTEIN,400,2.0403907947923394
8SO1,,1035,7YZ5,CELL CYCLE,470,2.0406118840449703
7BJI,,741,6HTW,TRANSLATION,349,2.0406655392249142
7WCW,,698,2GF0,TRANSPORT PROTEIN,300,2.0409433914035646
8OG5,,653,2FB3,LIGAND BINDING PROTEIN,301,2.041046741249397
8SO1,,1035,6ZWB,CELL CYCLE,470,2.041226071395758
6XWV,,1006,6S8L,STRUCTURAL PROTEIN,536,2.041473411930493
6XG7,,653,2FB3,LIGAND BINDING PROTEIN,304,2.041570747860284
6XYS,,250,7VV8,CELL CYCLE,537,2.04194325868459
6LTK,,535,4EDW,IMMUNE SYSTEM,208,2.0421209137109506
8HAQ,,1006,6S8L,STRUCTURAL PROTEIN,490,2.0426650452200623
6ZMU,,180,2GCN,SIGNALING PROTEIN,424,2.042669216167043
3N9N,,1035,7YZ5,CELL CYCLE,501,2.042672564879727
6THV,,852,4ANV,TRANSFERASE,381,2.042701401501748
8BJK,,168,3RSO,SIGNALING PROTEIN,366,2.043171881340098
6XJN,,887,5UBR,TRANSFERASE/TRANSFERASE REGULATOR,417,2.043367059544862
8D7P,,279,1GII,TRANSFERASE,594,2.0435649976042183
8G8O,,246,2H2D,HYDROLASE,558,2.0436076930978837
8G1Z,,182,3RZV,HYDROLASE,359,2.043832622695008
6YYK,,674,1RDY,HYDROLASE,318,2.043985585581122
8CIH,,871,3BFK,HYDROLASE,362,2.043991004077756
6ZW1,,852,4ANV,TRANSFERASE,380,2.0439948117721976
7Y9C,,260,6SIP,PEPTIDE BINDING PROTEIN,562,2.04407485101056
7CFB,,860,6HI2,TRANSFERASE,388,2.0443702487122297
6S7F,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",523,2.044671673155691
8G1Z,,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,359,2.044729243683525
7UK2,,168,3RSO,SIGNALING PROTEIN,362,2.044761344604978
3N9P,,1035,6ZWB,CELL CYCLE,501,2.0450109067271374
6Q9M,,183,1ZNY,TRANSFERASE,525,2.0452268330559904
7BJI,,653,2FB3,LIGAND BINDING PROTEIN,349,2.045650693548964
7ZC9,,768,4Q00,METAL TRANSPORT,392,2.045991728683492
8SKI,,931,7AVU,PROTEIN BINDING,426,2.046199663152437
6XI4,,977,5TC3,OXIDOREDUCTASE,408,2.046308490744302
6VFQ,,886,7XQL,TOXIN,425,2.046315908388878
6KD6,,792,6TA7,RNA BINDING PROTEIN,325,2.0464164472902637
8PBR,,171,6T5V,SIGNALING PROTEIN,370,2.046622561685613
7D86,,399,4DHE,CELL CYCLE,185,2.04687192867701
1ZL9,,198,4LOF,APOPTOSIS,414,2.047000552967076
8CIH,,804,6D5M,SIGNALING PROTEIN,362,2.04706297790027
8CIH,,168,1YZG,TRANSPORT PROTEIN,362,2.047329789468885
8OGC,,670,3ZYC,HYDROLASE,305,2.0475938254771595
6KCP,,670,3ZYC,HYDROLASE,333,2.048049801177612
8BJK,,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,366,2.0481719799328717
6XZH,,621,4ZI2,HYDROLASE,245,2.048184792139852
7CMR,,643,4YW9,LYASE,263,2.0482245224340807
6ZUW,,792,6TA7,RNA BINDING PROTEIN,287,2.048310277405644
7O2R,,852,4ANV,TRANSFERASE,357,2.0484500939693646
8DIO,,653,2FB3,LIGAND BINDING PROTEIN,300,2.0485253105132504
3N9N,,1171,6C5U,TRANSFERASE/ANTIBIOTIC,501,2.048528624819931
6YYK,,611,4GNL,LYASE,318,2.0489715129120145
7POK,,931,7AVU,PROTEIN BINDING,372,2.0493112262334363
5SGM,,772,1EFC,RNA BINDING PROTEIN,315,2.049388179481673
6ULV,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",455,2.0498257577593515
6V4H,,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",209,2.049849152513996
8PBR,,852,4ANV,TRANSFERASE,370,2.0499331504068303
6PZS,,168,3RSO,SIGNALING PROTEIN,362,2.049993939800765
6WFW,,1017,7ODN,STRUCTURAL PROTEIN,491,2.050195532949247
6XDB,,162,1P2T,SIGNALING PROTEIN,404,2.050422862601799
6OS4,,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,147,2.0504807817258826
6XI4,,161,4L9S,SIGNALING PROTEIN,408,2.0505741646229896
6WFW,,1006,6S8L,STRUCTURAL PROTEIN,491,2.050848460845625
6XG7,,741,6HTW,TRANSLATION,304,2.051035270125757
7JQG,,1059,5JSM,TRANSFERASE/TRANSFERASE INHIBITOR,499,2.05122362518784
6WSJ,,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,358,2.051561761844221
6XYS,,249,7ULF,LIGASE,537,2.0517284954922608
7CFB,,199,5TX4,TRANSFERASE/CYTOKINE,388,2.052008373582084
6XWV,,1017,7ODN,STRUCTURAL PROTEIN,536,2.052073392848445
7JQG,,1035,6ZWB,CELL CYCLE,499,2.05251393442224
4JND,,887,5UBR,TRANSFERASE/TRANSFERASE REGULATOR,412,2.05285847695093
7B39,,643,4YW9,LYASE,255,2.052892241722508
7BJI,,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,349,2.052894905230604
8OGC,,741,6HTW,TRANSLATION,305,2.053091187178943
8AK3,,741,6HTW,TRANSLATION,298,2.0532643578837204
6V7A,,182,3RZV,HYDROLASE,357,2.053339019617207
6PGW,,886,7XQL,TOXIN,427,2.0533464769259773
8DHU,,653,2FB3,LIGAND BINDING PROTEIN,299,2.0533873533432407
3N9P,,1035,7YZ5,CELL CYCLE,501,2.0534090591036227
8OIJ,,886,7XQL,TOXIN,350,2.05349220960738
6WSJ,,182,3RZV,HYDROLASE,358,2.0537220776684992
7KHG,,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",329,2.053912580397943
8D7P,,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,594,2.0539778268603923
3N9O,,1035,7YZ5,CELL CYCLE,495,2.0539783754667016
8SKI,,860,6HI2,TRANSFERASE,426,2.0541344628946216
6YRQ,,168,3RSO,SIGNALING PROTEIN,400,2.054251686600153
6HXV,,674,1RDY,HYDROLASE,333,2.0542939610271307
7XHK,,772,1EFC,RNA BINDING PROTEIN,334,2.0545388680540437
7VNI,,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,433,2.05479407745828
4JND,,168,3RSO,SIGNALING PROTEIN,412,2.0550315497867224
8G1Z,,183,1ZNY,TRANSFERASE,359,2.0551706091062303
3N9O,,1035,6ZWB,CELL CYCLE,495,2.0553530807637137
8G8S,,182,6JIK,SIGNALING PROTEIN,448,2.055414254336573
8A8Q,,198,4LOF,APOPTOSIS,489,2.055669319872002
6LXC,,643,4YW9,LYASE,261,2.0557058800851493
6YYK,,653,2FB3,LIGAND BINDING PROTEIN,318,2.0557282344973444
7ME4,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,227,2.056245693582794
6QQ4,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,243,2.056511177258158
7Y9C,,249,7ULF,LIGASE,562,2.056636024524852
7RL3,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,165,2.0567004102088653
8HTC,,743,4TMX,TRANSLATION,290,2.0569755060325243
6Y20,,1006,6S8L,STRUCTURAL PROTEIN,495,2.056988756238804
7CIW,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,216,2.057024510045865
6JVR,,792,6TA7,RNA BINDING PROTEIN,305,2.057148057045539
6WYP,,168,3RSO,SIGNALING PROTEIN,358,2.057195448783846
3N9P,,1171,6C5U,TRANSFERASE/ANTIBIOTIC,501,2.057253182202617
7F2X,,741,6HTW,TRANSLATION,303,2.0573695265219656
7BTG,,356,5QQM,HYDROLASE/TRANSFERASE,157,2.057745785502703
7CFB,,168,3RSO,SIGNALING PROTEIN,388,2.058229423962956
7OY4,,643,4YW9,LYASE,258,2.0582699790328824
8G8O,,249,7ULF,LIGASE,558,2.0584240353294683
8DIO,,792,6TA7,RNA BINDING PROTEIN,300,2.05843579150376
1D4X,,1171,6C5U,TRANSFERASE/ANTIBIOTIC,492,2.058767741255016
7O3S,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,235,2.0588900603879785
7QG1,,246,2H2D,HYDROLASE,544,2.05891089786354
7MFW,,457,7G8E,CYTOSOLIC PROTEIN,191,2.058913970785558
6KD6,,674,1RDY,HYDROLASE,325,2.059107574912256
6XZV,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,238,2.059328535633872
7QG1,,249,7ULF,LIGASE,544,2.059406664226577
6ZMU,,179,1M7B,SIGNALING PROTEIN,424,2.059489602083873
7R5F,,670,3ZYC,HYDROLASE,301,2.0594961575048747
6V7A,,183,1ZNY,TRANSFERASE,357,2.0596799289539693
7OC3,,871,3BFK,HYDROLASE,407,2.0598432208853223
6V7A,,199,5TX4,TRANSFERASE/CYTOKINE,357,2.060083746220963
8HAQ,,1017,7ODN,STRUCTURAL PROTEIN,490,2.060554960059751
6XYS,,250,6RL4,PEPTIDE BINDING PROTEIN,537,2.060707214807977
7ZHH,,454,6ZQT,PROTEIN BINDING,222,2.0607133295984283
7VNI,,977,5TC3,OXIDOREDUCTASE,433,2.0608705852667484
6XDB,,161,4L9S,SIGNALING PROTEIN,404,2.060974374347022
7CFB,,931,7AVU,PROTEIN BINDING,388,2.0610043381358536
6UJO,,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,384,2.061168535360684
7OXU,,643,4YW9,LYASE,249,2.0612484231220467
7VNH,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,225,2.061258694609652
6OS4,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,147,2.0612906354213525
6ZMU,,182,3RZV,HYDROLASE,424,2.061396713498907
7JVO,,182,6JIK,SIGNALING PROTEIN,432,2.061522090304797
7Y8D,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,151,2.0616964696916544
7D86,,457,7G8E,CYTOSOLIC PROTEIN,185,2.061833179502745
7CIU,,977,5TC3,OXIDOREDUCTASE,415,2.061835795670908
8F1X,,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",318,2.0618531635815773
6HXV,,670,3ZYC,HYDROLASE,333,2.0618797514083087
7MRO,,108,4F59,PROTEIN BINDING,305,2.061934773779617
6Q9M,,172,8QUG,TRANSFERASE,525,2.0619439933129446
7Y9C,,250,7VV8,CELL CYCLE,562,2.0619664524160592
8G8O,,250,6RL4,PEPTIDE BINDING PROTEIN,558,2.062029512265424
6UJO,,852,4ANV,TRANSFERASE,384,2.0620596995218383
6TBN,,198,4LOF,APOPTOSIS,483,2.062091097082018
6VRO,,768,4Q00,METAL TRANSPORT,334,2.0621755121906906
7O3S,,108,4F59,PROTEIN BINDING,235,2.062194098403989
6LPH,,106,1O43,SIGNALING PROTEIN,272,2.0622884950732003
6V4E,,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",204,2.062350226866219
7O2R,,179,1M7B,SIGNALING PROTEIN,357,2.062373239188397
6PZS,,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,362,2.062505259394256
8SKI,,162,1P2T,SIGNALING PROTEIN,426,2.062707310974003
6HXY,,643,4YW9,LYASE,301,2.0627503712586783
6V7A,,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,357,2.0628862143192537
6ZUW,,653,2FB3,LIGAND BINDING PROTEIN,287,2.063145600287466
8G1Z,,852,4ANV,TRANSFERASE,359,2.0631473777892837
7BTG,,356,5QQL,HYDROLASE/TRANSFERASE,157,2.063313180344784
8BOK,,611,4GNL,LYASE,282,2.063348978301112
8B8Z,,250,7VV8,CELL CYCLE,528,2.063827368100972
8PBR,,931,7AVU,PROTEIN BINDING,370,2.063926500742668
6JVR,,674,1RDY,HYDROLASE,305,2.064047322345903
7ME5,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,153,2.0643168846213547
7CIV,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,215,2.0643939848882384
8K71,,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,340,2.064558363768807
7OC3,,804,6D5M,SIGNALING PROTEIN,407,2.065124626886705
7VNI,,852,4ANV,TRANSFERASE,433,2.065304727081445
7R3O,,168,1YZG,TRANSPORT PROTEIN,395,2.065400007972173
8OIJ,,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,350,2.065483114981228
6Q9M,,168,3RSO,SIGNALING PROTEIN,525,2.0655734779848998
7PRX,,684,8STM,ONCOPROTEIN,267,2.0656442023824395
8BS5,,356,5QQL,HYDROLASE/TRANSFERASE,164,2.0656638036142363
6XG7,,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,304,2.065833057744041
7R5F,,653,2FB3,LIGAND BINDING PROTEIN,301,2.0658842591789663
7O3S,,104,1O4C,SIGNALING PROTEIN,235,2.066141305803528
8AK3,,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,298,2.066319428494931
7DCJ,,399,4DHE,CELL CYCLE,204,2.066417287485079
7POK,,180,2GCN,SIGNALING PROTEIN,372,2.066565422227288
6WSJ,,852,4ANV,TRANSFERASE,358,2.066630640449411
8BJK,,852,4ANV,TRANSFERASE,366,2.0666374336423767
6XI4,,931,7AVU,PROTEIN BINDING,408,2.067129121922349
7UK2,,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,362,2.0671669928677865
7QG1,,250,7VV8,CELL CYCLE,544,2.067174066773843
7CIX,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,216,2.067421427507761
8OGC,,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,305,2.067551622490365
7MRO,,674,1RDY,HYDROLASE,305,2.0676135188401705
7CFB,,171,6T5V,SIGNALING PROTEIN,388,2.067682382497069
7UAD,,653,2FB3,LIGAND BINDING PROTEIN,277,2.0677895054056643
7POK,,179,1M7B,SIGNALING PROTEIN,372,2.067812482004113
8G1Z,,199,5TX4,TRANSFERASE/CYTOKINE,359,2.0679564131084773
7JHD,,1059,5JSM,TRANSFERASE/TRANSFERASE INHIBITOR,467,2.067959470018239
6S7X,,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",332,2.0680240305821966
6S9F,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",598,2.0683225971875188
7AZW,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,235,2.068365617251431
8PBR,,168,1YZG,TRANSPORT PROTEIN,370,2.068926849075662
8R79,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,240,2.068931293034392
7PRX,,611,4GNL,LYASE,267,2.068938632123021
8BS5,,424,4RJL,TRANSLATION,164,2.069183523964214
6Z26,,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",397,2.0696994400901323
8DIO,,670,3ZYC,HYDROLASE,300,2.069944458787282
8BJK,,172,8QUG,TRANSFERASE,366,2.0701608524396344
7PO9,,399,4DHE,CELL CYCLE,172,2.0702717093507355
6LPH,,643,4YW9,LYASE,272,2.070405647799636
7CFB,,168,1YZG,TRANSPORT PROTEIN,388,2.070655080979463
7MRO,,792,6TA7,RNA BINDING PROTEIN,305,2.070759156480185
6XJN,,168,1YZG,TRANSPORT PROTEIN,417,2.0708494588975843
7D87,,535,4EDW,IMMUNE SYSTEM,211,2.0713843210664167
3N9Q,,1035,7YZ5,CELL CYCLE,496,2.071561265206871
6UJO,,886,7XQL,TOXIN,384,2.071945739951334
8CIH,,162,1P2T,SIGNALING PROTEIN,362,2.0719695904068685
6QQ4,,108,4F59,PROTEIN BINDING,243,2.0721666021455496
6QQ4,,104,1O4C,SIGNALING PROTEIN,243,2.0722310593064788
7ZC9,,871,3BFK,HYDROLASE,392,2.0725641674818527
7Y9C,,246,2H2D,HYDROLASE,562,2.072567693223083
4JND,,171,6T5V,SIGNALING PROTEIN,412,2.072927746323561
7BTG,,400,1KJZ,TRANSLATION,157,2.0733556246130678
6JVR,,122,4CUD,TRANSCRIPTION,305,2.0734781242397533
6KOJ,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,257,2.073571737076996
6VRO,,199,5TX4,TRANSFERASE/CYTOKINE,334,2.0737060363372386
8D7P,,1411,4HB2,PROTEIN TRANSPORT,594,2.073733045062944
6TWA,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",522,2.073743864624552
3N9Q,,1035,6ZWB,CELL CYCLE,496,2.0737908436912185
7JW6,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,231,2.0739105131237188
6XJN,,168,3RSO,SIGNALING PROTEIN,417,2.073947958184944
6PZS,,172,8QUG,TRANSFERASE,362,2.074232808909493
6VNV,,674,1RDY,HYDROLASE,274,2.0743929629431905
6WYP,,172,8QUG,TRANSFERASE,358,2.074641400862956
7AB8,,698,2GF0,TRANSPORT PROTEIN,311,2.074707795780769
6YUY,,886,7XQL,TOXIN,360,2.0749018661673557
1ZL9,,182,1SVI,HYDROLASE,414,2.07491822241044
8SKI,,161,4L9S,SIGNALING PROTEIN,426,2.0752076844266267
3N9O,,1171,6C5U,TRANSFERASE/ANTIBIOTIC,495,2.0755170608490445
3N9Q,,1171,6C5U,TRANSFERASE/ANTIBIOTIC,496,2.0756060641018697
6WSJ,,183,1ZNY,TRANSFERASE,358,2.0757464735563818
7MRO,,684,8STM,ONCOPROTEIN,305,2.076019027719415
6XDB,,977,5TC3,OXIDOREDUCTASE,404,2.0762733774845468
6KCP,,741,6HTW,TRANSLATION,333,2.076536635023538
8K71,,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",340,2.0765483660565787
8UQB,,977,5TC3,OXIDOREDUCTASE,408,2.076557834711737
6WYP,,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,358,2.0768313321891134
8DHU,,670,3ZYC,HYDROLASE,299,2.077033843214964
7BJS,,108,4F59,PROTEIN BINDING,198,2.077034902604188
8OIJ,,931,7AVU,PROTEIN BINDING,350,2.07726479231915
7QG1,,250,6RL4,PEPTIDE BINDING PROTEIN,544,2.07739522074397
7MNU,,621,4ZI2,HYDROLASE,243,2.077510452864884
6SLW,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,245,2.0775228792757536
7ZFX,,643,4YW9,LYASE,249,2.077746938167397
8OG5,,741,6HTW,TRANSLATION,301,2.077933719694815
8HAQ,,1171,6C5U,TRANSFERASE/ANTIBIOTIC,490,2.077967967832247
6Y20,,1017,7ODN,STRUCTURAL PROTEIN,495,2.077971839646984
8BS5,,365,4XUL,TRANSFERASE,164,2.0781092032150434
8CK5,,643,4YW9,LYASE,251,2.0783052586268567
6X5Q,,698,2GF0,TRANSPORT PROTEIN,284,2.078352458423817
7K2R,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",581,2.0784800115539674
7JVO,,180,2GCN,SIGNALING PROTEIN,432,2.0786852348387117
7F2X,,698,2GF0,TRANSPORT PROTEIN,303,2.0787247952588404
7FCL,,198,4LOF,APOPTOSIS,438,2.078876448294642
7PO9,,441,8DGO,SIGNALING PROTEIN,172,2.078901835423383
7ME4,,483,5VBZ,HYDROLASE,227,2.078975494123881
7O3S,,106,1O43,SIGNALING PROTEIN,235,2.0789873042479807
6YRQ,,860,6HI2,TRANSFERASE,400,2.0795936633623016
7D8A,,535,4EDW,IMMUNE SYSTEM,210,2.0797223684379893
7AB8,,741,6HTW,TRANSLATION,311,2.0799069376233983
7X15,,621,4ZI2,HYDROLASE,251,2.0801467492166923
8DHU,,792,6TA7,RNA BINDING PROTEIN,299,2.08035981033439
6VFQ,,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,425,2.080370022754331
8BS5,,356,5QQM,HYDROLASE/TRANSFERASE,164,2.0805283045768337
7YFK,,250,6RL4,PEPTIDE BINDING PROTEIN,580,2.0809965170342744
7MRO,,612,6IYB,TRANSPORT PROTEIN,305,2.081158577846009
7KHG,,772,1EFC,RNA BINDING PROTEIN,329,2.081296460963682
8SO1,,1171,6C5U,TRANSFERASE/ANTIBIOTIC,470,2.081843471959544
7UK2,,172,8QUG,TRANSFERASE,362,2.081917367167355
6Y20,,1171,6C5U,TRANSFERASE/ANTIBIOTIC,495,2.0821209945827563
8R79,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,240,2.0821525091503097
6WSJ,,199,5TX4,TRANSFERASE/CYTOKINE,358,2.082177579871641
6XWV,,1035,6ZWB,CELL CYCLE,536,2.08246287891087
7FCL,,182,1SVI,HYDROLASE,438,2.082822646913032
6V7A,,852,4ANV,TRANSFERASE,357,2.082932539281531
7PV5,,58,6MJ7,SIGNALING PROTEIN,159,2.0831088817573464
6GWQ,,1035,6ZWB,CELL CYCLE,475,2.083136030318642
6PGW,,852,4ANV,TRANSFERASE,427,2.083299150428031
6THV,,171,6T5V,SIGNALING PROTEIN,381,2.0835519133922733
4JND,,168,1YZG,TRANSPORT PROTEIN,412,2.083673483548465
6SLW,,104,1O4C,SIGNALING PROTEIN,245,2.083677710109613
6PZS,,852,4ANV,TRANSFERASE,362,2.084138075936609
7E1T,,977,5TC3,OXIDOREDUCTASE,403,2.084188715160803
7JQG,,1035,7YZ5,CELL CYCLE,499,2.0842851391389043
7CUY,,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",307,2.0843799621587147
6THV,,168,1YZG,TRANSPORT PROTEIN,381,2.084495957126015
7JQG,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",499,2.0850712711434154
8A8Q,,182,1SVI,HYDROLASE,489,2.085117098665439
8HTC,,684,8STM,ONCOPROTEIN,290,2.085128092283327
7UK2,,852,4ANV,TRANSFERASE,362,2.085307152274903
7RL3,,316,1CIP,HYDROLASE,165,2.0853535046614486
6ZW1,,168,1YZG,TRANSPORT PROTEIN,380,2.0854673071235283
6XJN,,171,6T5V,SIGNALING PROTEIN,417,2.0855058144144474
6ZW1,,171,6T5V,SIGNALING PROTEIN,380,2.085521381695393
6QQ4,,106,1O43,SIGNALING PROTEIN,243,2.085625646405934
6GWQ,,1035,7YZ5,CELL CYCLE,475,2.0858286236212717
7APJ,,198,4LOF,APOPTOSIS,502,2.0858556488285767
6VFQ,,852,4ANV,TRANSFERASE,425,2.0859068562255243
8OMK,,1297,6LS5,HYDROLASE,600,2.0859923284730826
7F2X,,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,303,2.086023068605697
8CKC,,643,4YW9,LYASE,249,2.086059999112467
7R3O,,977,5TC3,OXIDOREDUCTASE,395,2.0861816807831106
6Z26,,199,5TX4,TRANSFERASE/CYTOKINE,397,2.0863776619919747
6SLW,,108,4F59,PROTEIN BINDING,245,2.086423037518108
6YRQ,,977,5TC3,OXIDOREDUCTASE,400,2.086761530374782
6XTZ,,183,1ZNY,TRANSFERASE,425,2.0868499961621025
8OMK,,319,3LUI,PROTEIN TRANSPORT,600,2.0868747168175426
6YRB,,319,3LUI,PROTEIN TRANSPORT,199,2.087056874303798
6OS4,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,147,2.087070153550375
