Target,Function Target,Number of Alpha Carbons in Target,Reference,Function Reference,Number of Alpha Carbons in Reference,Distance
7CIU,TRANSFERASE,172,8QUG,TRANSFERASE,415,1.9195233162584429
6YUY,HYDROLASE,768,4Q00,METAL TRANSPORT,360,1.9195536868828755
8C6F,FLAVOPROTEIN,1035,7YZ5,CELL CYCLE,500,1.9197647366823885
7DAX,TRANSFERASE,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",452,1.9198732887102352
6S7F,HYDROLASE,260,6SIP,PEPTIDE BINDING PROTEIN,523,1.9201600611516596
7D87,GENE REGULATION,454,6ZQT,PROTEIN BINDING,211,1.9205094795049344
7ME5,SIGNALING PROTEIN,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,153,1.9206835106951128
7DOV,CYTOKINE,887,5UBR,TRANSFERASE/TRANSFERASE REGULATOR,445,1.9210642031863032
6V7A,HYDROLASE,804,6D5M,SIGNALING PROTEIN,357,1.9211517385295536
6XG7,PROTEIN BINDING,684,8STM,ONCOPROTEIN,304,1.9212705868638689
6TWA,HYDROLASE,250,7VV8,CELL CYCLE,522,1.921579129849044
8C6H,FLAVOPROTEIN,260,6SIP,PEPTIDE BINDING PROTEIN,500,1.9220660652746973
6S9F,SIGNALING PROTEIN,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,598,1.922162596976496
7RL3,"SIGNALING PROTEIN, TRANSFERASE",304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,165,1.9223553815600527
8OG5,TRANSFERASE,743,4TMX,TRANSLATION,301,1.9223741215122248
8ADD,HYDROLASE,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",209,1.9229050171310496
6KCP,DNA BINDING PROTEIN/DNA,643,4YW9,LYASE,333,1.9237163489314053
7Y8D,APOPTOSIS,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,151,1.9242557611495048
8C6B,FLAVOPROTEIN,260,6SIP,PEPTIDE BINDING PROTEIN,500,1.9243489490723449
7CIU,TRANSFERASE,199,5TX4,TRANSFERASE/CYTOKINE,415,1.9243884503099773
7OY4,TRANSCRIPTION,602,7MDP,HYDROLASE/IMMUNE SYSTEM,258,1.9243888483796656
6JLH,PROTEIN TRANSPORT,1006,6S8L,STRUCTURAL PROTEIN,531,1.9243919518499424
8D6D,"SIGNALING PROTEIN,",247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",544,1.924913803421225
6Z26,STRUCTURAL PROTEIN,643,4YW9,LYASE,397,1.9250241499237983
6S9F,SIGNALING PROTEIN,860,6HI2,TRANSFERASE,598,1.9250634841011725
8C1U,FLAVOPROTEIN,260,6SIP,PEPTIDE BINDING PROTEIN,500,1.9252708236242344
8CIH,REPLICATION,198,4LOF,APOPTOSIS,362,1.9253149747255471
7XVX,CYTOKINE,168,1YZG,TRANSPORT PROTEIN,366,1.925383698808898
8C6C,FLAVOPROTEIN,260,6SIP,PEPTIDE BINDING PROTEIN,500,1.9256384250949052
7F2X,SIGNALING PROTEIN,612,6IYB,TRANSPORT PROTEIN,303,1.92581871551082
7JL7,CELL CYCLE,1006,6S8L,STRUCTURAL PROTEIN,479,1.9258218611394096
7FCL,IMMUNE SYSTEM,887,5UBR,TRANSFERASE/TRANSFERASE REGULATOR,438,1.9258476525270984
6ZUW,BLOOD CLOTTING,743,4TMX,TRANSLATION,287,1.925851739740756
8C6F,FLAVOPROTEIN,260,6SIP,PEPTIDE BINDING PROTEIN,500,1.925885631688117
8OMK,SUGAR BINDING PROTEIN,292,7UG1,CELL CYCLE,600,1.9261056159348704
7Y8D,APOPTOSIS,319,3LUI,PROTEIN TRANSPORT,151,1.9261583348773728
7XUB,TRANSFERASE,1035,7YZ5,CELL CYCLE,538,1.9261811922305017
7RL3,"SIGNALING PROTEIN, TRANSFERASE",349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,165,1.92630900206004
4JND,HYDROLASE,182,6JIK,SIGNALING PROTEIN,412,1.9263857987502893
6KD6,DNA BINDING PROTEIN,743,4TMX,TRANSLATION,325,1.926614252367208
7DB1,TRANSFERASE,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",450,1.92664920915077
7TGQ,ANTIVIRAL PROTEIN,411,6SI1,DNA BINDING PROTEIN,182,1.9267359983629877
7B39,GENE REGULATION,602,7MDP,HYDROLASE/IMMUNE SYSTEM,255,1.9270762930898768
8R79,LIGASE,483,5VBZ,HYDROLASE,240,1.927104812307841
8C69,FLAVOPROTEIN,260,6SIP,PEPTIDE BINDING PROTEIN,500,1.927121449020579
6XJN,HYDROLASE,182,6JIK,SIGNALING PROTEIN,417,1.927179495906333
6PZS,HYDROLASE/HYDROLASE INHIBITOR,804,6D5M,SIGNALING PROTEIN,362,1.927195150496396
7Q4I,TRANSFERASE,318,5SZH,ENDOCYTOSIS,569,1.927195858791044
8PBR,HYDROLASE,871,3BFK,HYDROLASE,370,1.9273833003299945
7QUT,DNA BINDING PROTEIN,260,6SIP,PEPTIDE BINDING PROTEIN,504,1.927855271891857
6Q9M,EXOCYTOSIS,182,6JIK,SIGNALING PROTEIN,525,1.9284076346166756
8E8B,TRANSFERASE/DNA,886,7XQL,TOXIN,436,1.928445967578674
4JND,HYDROLASE,182,1SVI,HYDROLASE,412,1.9285114215061805
7BJS,TRANSPORT PROTEIN,199,5TX4,TRANSFERASE/CYTOKINE,198,1.928519867299812
7TGQ,ANTIVIRAL PROTEIN,400,1KJZ,TRANSLATION,182,1.928548470722127
6XJN,HYDROLASE,182,1SVI,HYDROLASE,417,1.9287641813630536
7K2R,PROTEIN BINDING,1017,7ODN,STRUCTURAL PROTEIN,581,1.928949129854297
7MRO,CELL ADHESION,643,4YW9,LYASE,305,1.9291503068288185
6S7Y,NEUROPEPTIDE,792,6TA7,RNA BINDING PROTEIN,320,1.9292104335542208
7PWT,CHAPERONE,108,4F59,PROTEIN BINDING,237,1.9292485161237047
7E1T,PROTEIN TRANSPORT,168,1YZG,TRANSPORT PROTEIN,403,1.9295336522137323
6XZH,GENE REGULATION,533,6WGN,SIGNALING PROTEIN/INHIBITOR,245,1.9295700512206488
7JQG,TRANSCRIPTION,246,2H2D,HYDROLASE,499,1.9296787604852093
6HXV,STRUCTURAL PROTEIN,643,4YW9,LYASE,333,1.9297903701850745
8C6A,FLAVOPROTEIN,260,6SIP,PEPTIDE BINDING PROTEIN,500,1.9298608044721484
8OG5,TRANSFERASE,611,4GNL,LYASE,301,1.92989306413382
6XJN,HYDROLASE,931,7AVU,PROTEIN BINDING,417,1.9299147946039537
6XJN,HYDROLASE,860,6HI2,TRANSFERASE,417,1.9299474496530835
7BTG,SIGNALING PROTEIN,316,1CIP,HYDROLASE,157,1.930020847310684
6XG7,PROTEIN BINDING,792,6TA7,RNA BINDING PROTEIN,304,1.9305261755029628
7YB7,APOPTOSIS,162,1P2T,SIGNALING PROTEIN,294,1.9306335935301469
8K71,OXIDOREDUCTASE,670,3ZYC,HYDROLASE,340,1.9309855913905771
8E8B,TRANSFERASE/DNA,168,3RSO,SIGNALING PROTEIN,436,1.93100287989485
8D7P,TRANSFERASE/CIRCADIAN CLOCK PROTEIN,303,7ZPC,CELL CYCLE,594,1.931159663145928
6VRO,HYDROLASE,741,6HTW,TRANSLATION,334,1.9312228569127023
6O5Z,TRANSFERASE/TRANSFERASE INHIBITOR,250,7VV8,CELL CYCLE,531,1.931238315833428
7BJI,STRUCTURAL PROTEIN,611,4GNL,LYASE,349,1.9315177464274285
8D7P,TRANSFERASE/CIRCADIAN CLOCK PROTEIN,298,1YKR,TRANSFERASE,594,1.9315319943362967
6WYP,HYDROLASE,804,6D5M,SIGNALING PROTEIN,358,1.9315614084301709
7JW6,RNA BINDING PROTEIN,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,231,1.9315657017145516
7UK2,METAL BINDING PROTEIN/INHIBITOR,804,6D5M,SIGNALING PROTEIN,362,1.931621616498511
5SGM,HYDROLASE/HYDROLASE INHIBITOR,741,6HTW,TRANSLATION,315,1.9321690118345325
6XRP,HYDROLASE/HYDROLASE INHIBITOR,441,8DGO,SIGNALING PROTEIN,186,1.9323166447543083
6XRO,HYDROLASE/HYDROLASE INHIBITOR,399,4DHE,CELL CYCLE,188,1.9323187149311336
8D6D,"SIGNALING PROTEIN,",1171,6C5U,TRANSFERASE/ANTIBIOTIC,544,1.9331258383311831
8G8S,TRANSCRIPTION,887,5UBR,TRANSFERASE/TRANSFERASE REGULATOR,448,1.933223265382875
8GYN,LIPID BINDING PROTEIN,356,5QQM,HYDROLASE/TRANSFERASE,169,1.9334299958639336
7MRS,CELL ADHESION,698,2GF0,TRANSPORT PROTEIN,366,1.933440423062298
8AK3,STRUCTURAL PROTEIN,653,2FB3,LIGAND BINDING PROTEIN,298,1.9336696666269608
6XG7,PROTEIN BINDING,674,1RDY,HYDROLASE,304,1.933740864974944
8PBR,HYDROLASE,183,1ZNY,TRANSFERASE,370,1.9337809293076476
1ZL9,TRANSFERASE,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,414,1.9338980020891656
6VRO,HYDROLASE,162,1P2T,SIGNALING PROTEIN,334,1.9339492504150615
8D6F,"SIGNALING PROTEIN,",1171,6C5U,TRANSFERASE/ANTIBIOTIC,542,1.9339759326579689
6Z26,STRUCTURAL PROTEIN,161,4L9S,SIGNALING PROTEIN,397,1.934037192169052
6LTK,CHAPERONE,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",208,1.934211989070104
6XI4,CELL CYCLE,172,8QUG,TRANSFERASE,408,1.9343590215667013
8PBR,HYDROLASE,182,3RZV,HYDROLASE,370,1.9345049297436727
7FCL,IMMUNE SYSTEM,977,5TC3,OXIDOREDUCTASE,438,1.9345879784189053
6S7Y,NEUROPEPTIDE,743,4TMX,TRANSLATION,320,1.9347427496246508
6S7Y,NEUROPEPTIDE,612,6IYB,TRANSPORT PROTEIN,320,1.935374718808893
7XHK,HYDROLASE,741,6HTW,TRANSLATION,334,1.9354677186094609
6ZUW,BLOOD CLOTTING,611,4GNL,LYASE,287,1.9355070372586485
6YRB,VIRAL PROTEIN,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,199,1.9355278779114924
6QQ4,TRANSPORT PROTEIN,122,4CUD,TRANSCRIPTION,243,1.935527980667304
8OG5,TRANSFERASE,674,1RDY,HYDROLASE,301,1.9356437842530785
6WSJ,HYDROLASE/HYDROLASE INHIBITOR,871,3BFK,HYDROLASE,358,1.9357175519849237
6ELK,OXIDOREDUCTASE,199,5TX4,TRANSFERASE/CYTOKINE,392,1.935859157182613
8FDX,LIGASE,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",202,1.9359391500518068
7K2R,PROTEIN BINDING,260,6SIP,PEPTIDE BINDING PROTEIN,581,1.9363224210788583
7CIU,TRANSFERASE,168,3RSO,SIGNALING PROTEIN,415,1.936351095068497
6KOJ,PROTEIN TRANSPORT,483,5VBZ,HYDROLASE,257,1.9363991742230928
5SGM,HYDROLASE/HYDROLASE INHIBITOR,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,315,1.936417226987536
6Z26,STRUCTURAL PROTEIN,168,3RSO,SIGNALING PROTEIN,397,1.9365844122735096
6JLH,PROTEIN TRANSPORT,1059,5JSM,TRANSFERASE/TRANSFERASE INHIBITOR,531,1.936635664364272
8G1Z,HYDROLASE/INHIBITOR,198,4LOF,APOPTOSIS,359,1.9367621742794277
1D4X,CONTRACTILE PROTEIN,1006,6S8L,STRUCTURAL PROTEIN,492,1.937017093178543
7MNU,TRANSPORT PROTEIN,533,6WGN,SIGNALING PROTEIN/INHIBITOR,243,1.937182778414092
1ZL9,TRANSFERASE,886,7XQL,TOXIN,414,1.9372945694058372
8OGC,TRANSFERASE,611,4GNL,LYASE,305,1.9374059013360412
7YB7,APOPTOSIS,653,2FB3,LIGAND BINDING PROTEIN,294,1.937551848766532
7F2X,SIGNALING PROTEIN,684,8STM,ONCOPROTEIN,303,1.93760363831046
8X72,TRANSFERASE,674,1RDY,HYDROLASE,294,1.9376364111991309
6ZW1,HYDROLASE,182,3RZV,HYDROLASE,380,1.937738650336981
7BJI,STRUCTURAL PROTEIN,792,6TA7,RNA BINDING PROTEIN,349,1.9378236265955853
7K2R,PROTEIN BINDING,319,3LUI,PROTEIN TRANSPORT,581,1.937834758830791
6PKH,HYDROLASE,792,6TA7,RNA BINDING PROTEIN,312,1.937861468524794
6XI4,CELL CYCLE,886,7XQL,TOXIN,408,1.9382819162943907
8X72,TRANSFERASE,792,6TA7,RNA BINDING PROTEIN,294,1.9384191931511805
6JLH,PROTEIN TRANSPORT,1017,7ODN,STRUCTURAL PROTEIN,531,1.9384336378483131
7Q4I,TRANSFERASE,292,7UG1,CELL CYCLE,569,1.9385128131254572
6PKH,HYDROLASE,653,2FB3,LIGAND BINDING PROTEIN,312,1.9386126240856263
6XDB,TRANSFERASE/TRANSFERASE INHIBITOR,852,4ANV,TRANSFERASE,404,1.9386207817846977
7AYV,LYASE,260,6SIP,PEPTIDE BINDING PROTEIN,502,1.9386997605180551
8BJK,HYDROLASE,871,3BFK,HYDROLASE,366,1.9387907731721443
7CIU,TRANSFERASE,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,415,1.9390112645890056
6S7Y,NEUROPEPTIDE,670,3ZYC,HYDROLASE,320,1.9390372837086605
8BJK,HYDROLASE,179,1M7B,SIGNALING PROTEIN,366,1.9390384741432347
7JQG,TRANSCRIPTION,249,7ULF,LIGASE,499,1.939083286317308
6YRB,VIRAL PROTEIN,427,4IBY,DNA BINDING PROTEIN,199,1.9390981590869103
6UJO,IMMUNE SYSTEM,162,1P2T,SIGNALING PROTEIN,384,1.9392730021923317
6OS4,METAL BINDING PROTEIN,285,2R3K,TRANSFERASE,147,1.939497159022567
7DB4,TRANSFERASE,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",454,1.9398152440614012
6VRO,HYDROLASE,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,334,1.9398844183783144
7BJS,TRANSPORT PROTEIN,411,6SI1,DNA BINDING PROTEIN,198,1.9400624381123648
7D86,GENE REGULATION,365,4XUL,TRANSFERASE,185,1.9400693851597
7BJI,STRUCTURAL PROTEIN,670,3ZYC,HYDROLASE,349,1.9400736529081049
7Y8D,APOPTOSIS,329,8JCA,PROTEIN BINDING,151,1.9401079562639063
8DKT,CELL CYCLE,1171,6C5U,TRANSFERASE/ANTIBIOTIC,526,1.94019996555503
6Z26,STRUCTURAL PROTEIN,168,1YZG,TRANSPORT PROTEIN,397,1.9403212777116643
8AK3,STRUCTURAL PROTEIN,792,6TA7,RNA BINDING PROTEIN,298,1.940323406309554
6PZS,HYDROLASE/HYDROLASE INHIBITOR,179,1M7B,SIGNALING PROTEIN,362,1.9403344708533128
7UAD,SIGNALING PROTEIN/INHIBITOR,611,4GNL,LYASE,277,1.9404249214092857
7Y8D,APOPTOSIS,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,151,1.9405208883848672
8OGC,TRANSFERASE,612,6IYB,TRANSPORT PROTEIN,305,1.940629988886215
7XVX,CYTOKINE,768,4Q00,METAL TRANSPORT,366,1.940801177247568
8G1Z,HYDROLASE/INHIBITOR,871,3BFK,HYDROLASE,359,1.9409910070570773
7UK2,METAL BINDING PROTEIN/INHIBITOR,179,1M7B,SIGNALING PROTEIN,362,1.9410070512028796
6VJ8,HYDROLASE/HYDROLASE INHIBITOR,441,8DGO,SIGNALING PROTEIN,182,1.9410661012339177
7XHK,HYDROLASE,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,334,1.9411217047841072
7R3O,TRANSFERASE,180,2GCN,SIGNALING PROTEIN,395,1.9411363235313388
7NYQ,RNA BINDING PROTEIN,1171,6C5U,TRANSFERASE/ANTIBIOTIC,566,1.941419329398547
7RL3,"SIGNALING PROTEIN, TRANSFERASE",427,4IBY,DNA BINDING PROTEIN,165,1.94147659851759
6YRQ,VIRAL PROTEIN,804,6D5M,SIGNALING PROTEIN,400,1.9414957837004685
7OXU,TRANSCRIPTION,602,7MDP,HYDROLASE/IMMUNE SYSTEM,249,1.9415875926877384
8K71,OXIDOREDUCTASE,698,2GF0,TRANSPORT PROTEIN,340,1.941685116976992
7RL3,"SIGNALING PROTEIN, TRANSFERASE",329,8JCA,PROTEIN BINDING,165,1.9417109395966332
7Q4I,TRANSFERASE,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,569,1.9418655846966095
7AZT,LYASE,260,6SIP,PEPTIDE BINDING PROTEIN,502,1.941888737985725
7JL7,CELL CYCLE,1017,7ODN,STRUCTURAL PROTEIN,479,1.942446209611973
8AK2,STRUCTURAL PROTEIN,670,3ZYC,HYDROLASE,294,1.942534682794249
6THV,HYDROLASE,182,3RZV,HYDROLASE,381,1.9425571223628524
6V7A,HYDROLASE,198,4LOF,APOPTOSIS,357,1.9425830436573936
6TWA,HYDROLASE,260,6SIP,PEPTIDE BINDING PROTEIN,522,1.9426069843067824
7O3S,PEPTIDE BINDING PROTEIN,483,5VBZ,HYDROLASE,235,1.94262063948682
6YUY,HYDROLASE,161,4L9S,SIGNALING PROTEIN,360,1.9427437900656923
6UJO,IMMUNE SYSTEM,871,3BFK,HYDROLASE,384,1.9429369505488028
7CUY,HYDROLASE,792,6TA7,RNA BINDING PROTEIN,307,1.943237859753669
6KQP,TRANSFERASE,535,4EDW,IMMUNE SYSTEM,220,1.9433161974949071
8E8B,TRANSFERASE/DNA,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,436,1.9436363317367376
8OIJ,RNA BINDING PROTEIN,804,6D5M,SIGNALING PROTEIN,350,1.943655257220372
7R3O,TRANSFERASE,182,1SVI,HYDROLASE,395,1.943719616069895
8OGC,TRANSFERASE,674,1RDY,HYDROLASE,305,1.9437606538803427
8OMK,SUGAR BINDING PROTEIN,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,600,1.9438434193166287
6KCP,DNA BINDING PROTEIN/DNA,684,8STM,ONCOPROTEIN,333,1.9439214637640032
7ZFX,TRANSCRIPTION,602,7MDP,HYDROLASE/IMMUNE SYSTEM,249,1.9439288934203016
7SH4,IMMUNE SYSTEM,772,1EFC,RNA BINDING PROTEIN,378,1.9440257460197945
6O5Z,TRANSFERASE/TRANSFERASE INHIBITOR,260,6SIP,PEPTIDE BINDING PROTEIN,531,1.9442494747405945
6TWA,HYDROLASE,249,7ULF,LIGASE,522,1.9445830150385564
7KHG,TRANSFERASE/TRANSFERASE INHIBITOR,741,6HTW,TRANSLATION,329,1.9447774130127184
8G1Z,HYDROLASE/INHIBITOR,180,2GCN,SIGNALING PROTEIN,359,1.9449987974528893
7ME4,SIGNALING PROTEIN,535,4EDW,IMMUNE SYSTEM,227,1.9450166824824295
6XI4,CELL CYCLE,168,3RSO,SIGNALING PROTEIN,408,1.9451392349689915
4JND,HYDROLASE,860,6HI2,TRANSFERASE,412,1.945151228234427
6V7A,HYDROLASE,180,2GCN,SIGNALING PROTEIN,357,1.945194011705296
7DAY,TRANSFERASE,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",451,1.945203002563655
8UQB,TRANSFERASE,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,408,1.9454289292202545
7ALT,SIGNALING PROTEIN,171,6T5V,SIGNALING PROTEIN,535,1.945629623045105
7RL3,"SIGNALING PROTEIN, TRANSFERASE",319,3LUI,PROTEIN TRANSPORT,165,1.9456391239651336
7O3S,PEPTIDE BINDING PROTEIN,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,235,1.9456583303213413
6YRQ,VIRAL PROTEIN,182,1SVI,HYDROLASE,400,1.9457841147678612
7JHD,TRANSCRIPTION,1006,6S8L,STRUCTURAL PROTEIN,467,1.945798188104747
8CK5,TRANSCRIPTION,602,7MDP,HYDROLASE/IMMUNE SYSTEM,251,1.9458182401714403
7D8A,GENE REGULATION,454,6ZQT,PROTEIN BINDING,210,1.9458501437364248
6THV,HYDROLASE,183,1ZNY,TRANSFERASE,381,1.946040149488712
8SKI,TRANSFERASE/DNA,172,8QUG,TRANSFERASE,426,1.946249431814627
7SVB,HYDROLASE/DNA,319,3LUI,PROTEIN TRANSPORT,555,1.946275748527753
6WYP,HYDROLASE,179,1M7B,SIGNALING PROTEIN,358,1.9466726208885012
7OC3,PROTEIN BINDING,768,4Q00,METAL TRANSPORT,407,1.946876055998797
7E1T,PROTEIN TRANSPORT,886,7XQL,TOXIN,403,1.9473211463608973
6YUY,HYDROLASE,162,1P2T,SIGNALING PROTEIN,360,1.9475402233195376
6ZUW,BLOOD CLOTTING,612,6IYB,TRANSPORT PROTEIN,287,1.947579218303004
8X72,TRANSFERASE,670,3ZYC,HYDROLASE,294,1.947608823049118
7MIC,"VIRAL PROTEIN,HYDROLASE/SUBSTRATE",122,4CUD,TRANSCRIPTION,220,1.9476527104002117
8D6F,"SIGNALING PROTEIN,",247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",542,1.9477117212163544
8X72,TRANSFERASE,653,2FB3,LIGAND BINDING PROTEIN,294,1.9478544864468716
7VNI,TRANSCRIPTION,804,6D5M,SIGNALING PROTEIN,433,1.9479082843135311
7CMR,TRANSFERASE,621,4ZI2,HYDROLASE,263,1.9480502074618404
8SKI,TRANSFERASE/DNA,199,5TX4,TRANSFERASE/CYTOKINE,426,1.9482580442472637
7LZF,TRANSFERASE,106,1O43,SIGNALING PROTEIN,240,1.9486299974485997
8D7P,TRANSFERASE/CIRCADIAN CLOCK PROTEIN,296,5MHQ,CELL CYCLE/INHIBITOR,594,1.9487133886181065
7YB7,APOPTOSIS,674,1RDY,HYDROLASE,294,1.948751551425016
6TWA,HYDROLASE,246,2H2D,HYDROLASE,522,1.948866649676782
6ZW1,HYDROLASE,183,1ZNY,TRANSFERASE,380,1.9489373719879768
6Y6E,RNA BINDING PROTEIN,457,7G8E,CYTOSOLIC PROTEIN,238,1.9490378408923088
6XG7,PROTEIN BINDING,612,6IYB,TRANSPORT PROTEIN,304,1.9491671213911408
6X5Q,TRANSFERASE,611,4GNL,LYASE,284,1.949178175421756
7B39,GENE REGULATION,621,4ZI2,HYDROLASE,255,1.949312674197245
7PO9,TRANSCRIPTION,424,4RJL,TRANSLATION,172,1.9494125334616128
6PGW,CELL ADHESION,871,3BFK,HYDROLASE,427,1.950215632738391
8CKC,TRANSCRIPTION,602,7MDP,HYDROLASE/IMMUNE SYSTEM,249,1.950604946160788
1D4X,CONTRACTILE PROTEIN,1017,7ODN,STRUCTURAL PROTEIN,492,1.9506379493567745
8D7P,TRANSFERASE/CIRCADIAN CLOCK PROTEIN,318,5SZH,ENDOCYTOSIS,594,1.9508365230701596
4JND,HYDROLASE,931,7AVU,PROTEIN BINDING,412,1.9512266075812903
8D7P,TRANSFERASE/CIRCADIAN CLOCK PROTEIN,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,594,1.951320215779636
6LXC,TRANSCRIPTION,621,4ZI2,HYDROLASE,261,1.95135313483194
6V7A,HYDROLASE,871,3BFK,HYDROLASE,357,1.9514965712867125
8SKI,TRANSFERASE/DNA,886,7XQL,TOXIN,426,1.9516429167613545
7MIC,"VIRAL PROTEIN,HYDROLASE/SUBSTRATE",106,1O43,SIGNALING PROTEIN,220,1.95191010757142
7LG3,IMMUNE SYSTEM/VIRAL PROTEIN,162,1P2T,SIGNALING PROTEIN,394,1.9519108614400829
7KP1,IMMUNE SYSTEM,772,1EFC,RNA BINDING PROTEIN,378,1.9519938097691452
4IRR,TRANSFERASE,285,2R3K,TRANSFERASE,589,1.9520049692858488
7LG3,IMMUNE SYSTEM/VIRAL PROTEIN,161,4L9S,SIGNALING PROTEIN,394,1.9520286636218
8CIH,REPLICATION,768,4Q00,METAL TRANSPORT,362,1.9520895265206748
7CIU,TRANSFERASE,171,6T5V,SIGNALING PROTEIN,415,1.952164296516253
6ZUW,BLOOD CLOTTING,684,8STM,ONCOPROTEIN,287,1.9522041801723025
6Z26,STRUCTURAL PROTEIN,698,2GF0,TRANSPORT PROTEIN,397,1.9523056487943111
7AB8,SIGNALING PROTEIN,674,1RDY,HYDROLASE,311,1.9523318101331597
6XDB,TRANSFERASE/TRANSFERASE INHIBITOR,172,8QUG,TRANSFERASE,404,1.9523695764987568
6VJ9,HYDROLASE/HYDROLASE INHIBITOR,441,8DGO,SIGNALING PROTEIN,182,1.952379194443504
8GYN,LIPID BINDING PROTEIN,411,6SI1,DNA BINDING PROTEIN,169,1.9525275164226064
7ZC9,SIGNALING PROTEIN,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",392,1.9526393165659688
7R3O,TRANSFERASE,179,1M7B,SIGNALING PROTEIN,395,1.9527384785384885
7JW6,RNA BINDING PROTEIN,483,5VBZ,HYDROLASE,231,1.9529295002385203
6WYP,HYDROLASE,871,3BFK,HYDROLASE,358,1.9531663885058852
8OMK,SUGAR BINDING PROTEIN,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,600,1.9535001551447655
8GYN,LIPID BINDING PROTEIN,356,5QQL,HYDROLASE/TRANSFERASE,169,1.9538638779649735
6XTZ,SIGNALING PROTEIN,977,5TC3,OXIDOREDUCTASE,425,1.95400157286226
6XDB,TRANSFERASE/TRANSFERASE INHIBITOR,931,7AVU,PROTEIN BINDING,404,1.954120676987032
6THV,HYDROLASE,886,7XQL,TOXIN,381,1.9541731863690093
7AZT,LYASE,1171,6C5U,TRANSFERASE/ANTIBIOTIC,502,1.9543774677299617
8OG5,TRANSFERASE,684,8STM,ONCOPROTEIN,301,1.9545448478435767
8E8B,TRANSFERASE/DNA,852,4ANV,TRANSFERASE,436,1.95454508804354
6THV,HYDROLASE,199,5TX4,TRANSFERASE/CYTOKINE,381,1.9546589194660544
8D6F,"SIGNALING PROTEIN,",1059,5JSM,TRANSFERASE/TRANSFERASE INHIBITOR,542,1.9547545947159572
7VNH,TRANSCRIPTION,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",225,1.9547918960375317
7PWT,CHAPERONE,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,237,1.9552398362030925
8AK2,STRUCTURAL PROTEIN,674,1RDY,HYDROLASE,294,1.95539690299242
8D6D,"SIGNALING PROTEIN,",1059,5JSM,TRANSFERASE/TRANSFERASE INHIBITOR,544,1.955444473711178
7LZF,TRANSFERASE,122,4CUD,TRANSCRIPTION,240,1.955452929014184
8DKT,CELL CYCLE,1059,5JSM,TRANSFERASE/TRANSFERASE INHIBITOR,526,1.9555653858023203
6ZW1,HYDROLASE,199,5TX4,TRANSFERASE/CYTOKINE,380,1.9555771734594056
7CFB,GENE REGULATION,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,388,1.9556783405682177
6ZW1,HYDROLASE,886,7XQL,TOXIN,380,1.9556994474204568
8SKI,TRANSFERASE/DNA,183,1ZNY,TRANSFERASE,426,1.9559255265832345
7O2R,HYDROLASE,886,7XQL,TOXIN,357,1.9559860771719857
7JL7,CELL CYCLE,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",479,1.9561448317493864
6XI4,CELL CYCLE,852,4ANV,TRANSFERASE,408,1.9561678475944075
7UAD,SIGNALING PROTEIN/INHIBITOR,684,8STM,ONCOPROTEIN,277,1.9562266849661076
7KHG,TRANSFERASE/TRANSFERASE INHIBITOR,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,329,1.956552926286835
6YRQ,VIRAL PROTEIN,180,2GCN,SIGNALING PROTEIN,400,1.956724412857017
6VNV,TRANSFERASE/INHIBITOR,643,4YW9,LYASE,274,1.9567377435107547
